"","X.5","X.4","X.3","X.2","X.1","X","srvy","common_name","file_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","effort","year","est","lwr","upr","log_est","se","type","X.14","X.13","X.12","X.11","X.10","X.9","X.8","X.7","X.6","X.21","X.20","X.19","X.18","X.17","X.16","X.15"
"471",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2019,622005.6111178,286886.769396687,1348584.25529922,13.3407043927703,0.394834554971253,"index",39,39,39,39,39,39,39,39,39,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2021,622983.376163632,254917.898775156,1522483.46954467,13.3422751138881,0.455915677137768,"index",40,40,40,40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2022,682510.79626581,314793.484103296,1479766.92829683,13.4335336246206,0.394834565299087,"index",41,41,41,41,41,41,41,41,41,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2023,1047674.43649815,505083.889293877,2173147.36850195,13.8620834434043,0.37225359102728,"index",42,42,42,42,42,42,42,42,42,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2010,696800.03370505,301372.991941286,1611061.04380432,13.4542537528916,0.427635307093349,"index",43,43,43,43,43,43,43,43,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2017,837238.789500699,461242.480396609,1519740.31108724,13.6378646008991,0.304181828880997,"index",44,44,44,44,44,44,44,44,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2019,770855.493699662,366048.00424568,1623334.05803281,13.5552562078707,0.379974556073994,"index",45,45,45,45,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2021,1292718.96922801,515182.782491898,3243746.47250213,14.072258286279,0.469386814960966,"index",46,46,46,46,46,46,46,46,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2022,333023.692287244,158015.797199409,701858.811525482,12.7159689144414,0.380373634942289,"index",47,47,47,47,47,47,47,47,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2023,737701.416412709,278670.283890827,1952857.59277626,13.5112944369095,0.496697827513378,"index",48,48,48,48,48,48,48,48,NA,NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2010,557689.453551308,355687.310504032,874412.770479848,13.2315575515862,0.229468639499551,"index",49,49,49,49,49,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2017,398305.101839541,293023.519941092,541413.720589053,12.894973578125,0.156617888355226,"index",50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2019,775626.803511343,636475.301219255,945200.759829616,13.5614267601745,0.100882398636938,"index",51,51,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2021,446710.764021274,283719.020059713,703338.488376537,13.0096666038067,0.231599634471039,"index",52,52,52,52,52,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2022,514263.375439094,318784.284294005,829610.593582778,13.1504908167814,0.2439947327162,"index",53,53,53,53,53,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2023,788009.651502417,578922.60545105,1072611.7878523,13.5772656168645,0.157320002315336,"index",54,54,54,54,54,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2010,407151.167368381,223879.441906282,740452.413486135,12.9169398140615,0.305146848922771,"index",55,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2017,492045.864409107,234786.548683018,1031188.26031628,13.1063272114734,0.377504454376406,"index",56,56,56,56,56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2019,1029138.95028982,499514.558669775,2120312.53267998,13.8442330399951,0.368803214020656,"index",57,57,57,57,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2021,762332.314979535,388521.678650181,1495799.5664003,13.544137848498,0.343901013324868,"index",58,58,58,58,58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2022,630448.317579715,324900.381106288,1223344.45957164,13.3541864604956,0.338226911857758,"index",59,59,59,59,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2023,580563.11708152,285097.172733429,1182240.88188542,13.2717538030321,0.362847710745793,"index",60,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2010,428061.056217084,218525.916056943,838510.466657596,12.9670211191025,0.343047744226668,"index",61,61,61,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2017,171589.115839425,75098.074837816,392058.314918739,12.0528580365152,0.421593376336991,"index",62,62,62,62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2019,949938.480654278,444946.686314601,2028070.20432494,13.7641525042739,0.386967700590371,"index",63,63,63,63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2021,517561.200762208,235381.538695854,1138022.96483644,13.1568830594717,0.402007394117968,"index",64,64,64,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2022,789138.121276933,358124.411397849,1738890.04667898,13.5786966431597,0.403099713315142,"index",65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2023,736299.457466732,361029.326382861,1501642.25299217,13.5093921865193,0.363617761146463,"index",66,66,66,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2010,698640.186751399,375711.077791191,1299131.53855767,13.4568911343946,0.316493273562049,"index",67,67,67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2017,580282.635552967,294292.419246121,1144195.07640354,13.2712705665067,0.346405034258383,"index",68,68,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2019,1047751.4553383,551965.920928472,1988860.30919612,13.8621569547993,0.327003645959704,"index",69,69,69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2021,658084.106919592,385029.413125641,1124783.39840192,13.3970880242052,0.273481053913471,"index",70,70,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2022,641930.316104064,336242.109510479,1225529.22158794,13.372235034887,0.329928660171659,"index",71,71,71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2023,530244.647140088,281101.717518281,1000205.15101418,13.1810937774021,0.323792638814594,"index",72,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2010,522608.271854165,305271.037657061,894678.407445967,13.1665874602139,0.27430715840857,"index",73,73,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2017,482394.700930745,NA,NA,13.0865179395312,NA,"index",74,74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2019,1206406.69631455,NA,NA,14.003156826879,NA,"index",75,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2021,688196.860449095,NA,NA,13.4418302103605,NA,"index",76,76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2022,648705.930414251,NA,NA,13.3827347811576,NA,"index",77,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2023,668062.760122952,NA,NA,13.4121374003854,NA,"index",78,78,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2010,454952.873781921,223064.060331699,927904.374441333,13.0279491184633,0.363646908226132,"index",79,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2017,533796.667148776,278130.216522868,1024480.13531717,13.1877702723002,0.332621206143829,"index",80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2019,899116.121671653,465488.43891546,1736691.46785554,13.7091674727115,0.335886239928713,"index",81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2021,878409.96702357,470905.614735244,1638553.55727743,13.6858686964667,0.318095506759694,"index",82,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2022,547300.58535238,329234.741529724,909800.49473307,13.2127534466589,0.259304341942021,"index",83,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2023,714694.477976806,427838.360478324,1193881.25057201,13.479610426827,0.261795466690552,"index",84,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2010,574922.78318566,338748.910695672,975755.777183577,13.2619910206499,0.269890972135214,"index",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2017,494990.933659948,283437.987826587,864443.140753074,13.1122947255446,0.284467515497328,"index",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2019,916892.987128739,524023.955582568,1604302.13330848,13.7287460455506,0.285440636126318,"index",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2021,715413.791813659,400289.460747478,1278616.96024037,13.4806163840859,0.296267264305451,"index",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2022,682246.081186455,398968.310160677,1166658.36218125,13.4331456945987,0.273733818207386,"index",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2023,761639.482002009,445841.331315608,1301123.65049808,13.5432286019796,0.273224507124032,"index",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",1,1,1,1,1,1,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2010,20186107.7082055,13457777.451172,30278323.8826546,16.8205051885542,0.206859639107619,"index",1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"524",2,2,2,2,2,2,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2017,11832674.9033479,7650322.95181928,18301475.146879,16.2863753222589,0.222512711898358,"index",2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
"525",3,3,3,3,3,3,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2019,16212006.634361,8334970.10686786,31533305.5479108,16.6012626759556,0.33944102723381,"index",3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA
"526",4,4,4,4,4,4,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2021,3076653.04770635,1075513.04998936,8801189.32639118,14.9393528912701,0.536257062916986,"index",4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA
"527",5,5,5,5,5,5,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2022,14048844.5040196,5285575.87535776,37341254.1135383,16.4580507086552,0.498763538972581,"index",5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA
"528",6,6,6,6,6,6,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2023,8191021.90119851,2773770.35954733,24188318.0974155,15.9185492223067,0.552475013605239,"index",6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA
"529",7,7,7,7,7,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2010,19031017.692431,13178284.1091841,27483064.6697936,16.7615807161625,0.187503356940475,"index",7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA
"530",8,8,8,8,8,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2017,9884156.16669868,6370041.67646097,15336876.5998349,16.1064436459151,0.224150586050547,"index",8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA
"531",9,9,9,9,9,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2019,16867619.3480058,8022779.16861933,35463593.9104606,16.6409063270778,0.379145169692516,"index",9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA
"532",10,10,10,10,10,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2021,2880361.40409263,1031530.64438769,8042884.48755801,14.8734263317714,0.523923919138958,"index",10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA
"533",11,11,11,11,11,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2022,11397352.2167688,4517460.00838446,28755016.604904,16.2488916247009,0.472167439396898,"index",11,11,11,11,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA
"534",12,12,12,12,12,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2023,7999692.90795607,2771203.44556042,23092886.4945391,15.8949137124018,0.540888240839355,"index",12,12,12,12,12,12,12,12,12,NA,NA,NA,NA,NA,NA,NA
"535",13,13,13,13,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2010,13442779.5642847,5805032.90122374,31129594.8685934,16.4139526844953,0.428434833640806,"index",13,13,13,13,13,13,13,13,13,NA,NA,NA,NA,NA,NA,NA
"536",14,14,14,14,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2017,35070103.2042726,11931077.9718342,103084745.708794,17.3728595649199,0.550113382367038,"index",14,14,14,14,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA
"537",15,15,15,15,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2019,16963370.2042619,6701652.40554198,42938056.3588882,16.6465668834608,0.473836360841243,"index",15,15,15,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA
"538",16,16,16,16,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2021,3559708.60930765,1255261.23292217,10094731.7186563,15.0851892481601,0.531813336251103,"index",16,16,16,16,16,16,16,16,16,NA,NA,NA,NA,NA,NA,NA
"539",17,17,17,17,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2022,14002197.1465456,5478755.27683315,35785778.8902845,16.4547248143049,0.47875181781206,"index",17,17,17,17,17,17,17,17,17,NA,NA,NA,NA,NA,NA,NA
"540",18,18,18,18,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2023,7309825.27169769,2210155.18005551,24176377.2901268,15.8047299287998,0.610295214599031,"index",18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA,NA,NA
"541",19,19,19,NA,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2010,13194385.2425191,5901868.92295252,29497741.1733016,16.39530193665,0.410478109637638,"index",19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA,NA,NA
"542",20,20,20,NA,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2017,20416593.2908676,7804963.54292816,53406691.6920301,16.8318585247979,0.490615180407049,"index",20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA
"543",21,21,21,NA,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2019,8178296.04588344,3230062.46827154,20706883.1860406,15.9169943795307,0.473979293407659,"index",21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA
"544",22,22,22,NA,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2021,6599981.40273875,2684739.07222339,16224948.9967839,15.7025773892258,0.458928477728706,"index",22,22,22,22,22,22,22,22,22,NA,NA,NA,NA,NA,NA,NA
"545",23,23,23,NA,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2022,12243023.156696,5243112.22918534,28588290.5921857,16.3204667944776,0.432681918807121,"index",23,23,23,23,23,23,23,23,23,NA,NA,NA,NA,NA,NA,NA
"546",24,24,24,NA,NA,NA,"NBS","snow crab","snow_crab",68580,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2023,6771440.20459694,2829462.68912704,16205339.1340454,15.728224355587,0.445226021180063,"index",24,24,24,24,24,24,24,24,24,NA,NA,NA,NA,NA,NA,NA
